word,score
não é fastidioso,3.3
atrevido,3.3
alegre,3.3
quente,3.3
prikoleneken,3.3
maravilhoso,3.3
venerável,3.3
simpotichny,3.3
divertido,3.3
boa aparência,3.3
não aborrecido,3.3
bem-humorado,3.3
zachotny,3.3
amor,5
amor,5
amor,3.3
espumante,3.3
interessante,3.3
intelectual,3.3
não onerosa,3.3
interessante,3.3
altamente educado,3.3
positivo,3.3
divino,3.3
cortês,3.3
altamente espiritual,3.3
altamente moral,3.3
downhole 3,3
rozumny,3.3
interessante,3.3
calma,3.3
altruísta,3.3
curioso,3.3
krutetsky,3.3
bodrenky,3.3
não conflituoso,3.3
cortês,3.3
altamente inteligente,3.3
piercing,3.3
não agressivo,3.3
resistente ao stress,3.3
conciliatório,3.3
bochecha rosada,3.3
amante da liberdade,3.3
divertido,3.3
doce-de olhos,3.3
lindo 3,3
inteligente,3.3
rolamento de ouro,3.3
ludshiy,3.3
eficaz 3,3
arrojado,3.3
responsável,3.3
prémio,3.3
dotado,3.3
exclusivo,3.3
perfeito,3.3
simpotny,3.3
favorito,3.3
glamurnenek,3.3
pensamento livre,3.3
narmalny,3.3
fala,3.3
abençoado,3.3
positivo,3.3
alta moral,3.3
divino,3.3
linda,3.3
com alma,3.3
megapositivo,3.3
chique 3,3
handy,3.3
nada mal,3.3
bom 3,3
intrépido,3.3
bom 3,3
não empoeirado,3.3
linda,3.3
mimishny,3.3
sorrindo,3.3
bom 3,3
doce 3,3
dddobry,3.3
inteligente,3.3
simpático,3.3
inteligente,3.3
útil,3.3
sexual,3.3
fascinante,3.3
não quebrado,3.3
temível,3.3
bom,5
novo,5
necessário,5
favorito,5
interessante,5
calma,5
tipo,5
linda,5
conhecido,5
linda,5
favorito,5
moderno,5
ótimo,5
favorável,5
suficiente,5
bom,5
perfeito,5
o suficiente,5
correto,5
maravilhoso,5
único,5
bom,5
amor,5
obrigatório,5
útil,5
interessante,5
bem sucedido,5
livre,5
preciso,5
feliz,5
ativo,5
profissional,5
perfeito,5
íngreme,5
espiritual,5
incrível,5
satisfeito,5
brilhante,5
saudável,5
limpo,5
famoso,5
sério,5
o apresentador,5
quente,5
confiante,5
honesto,5
capaz,5
criativo,5
delicioso,5
nativo,5
fresco,5
super,5
alegre,5
ensolarado,5
eficaz,5
engraçado,5
muito bom,5
querida,5
inteligente,5
normal,5
conveniente,5
verdade,5
original,5
corrente,5
compreensível,5
positivo,5
querida,5
intelectual,5
romântico,5
santo,5
digno,5
gentil,5
cultural,5
classe,5
caridade,5
criativo,5
positivo,5
atencioso,5
verdade,5
qualidade,5
legal,5
estética,5
harmonioso,5
rentável,5
magia,5
bom,5
independente,5
magnífico,5
valioso,5
sincero,5
negrito,5
engraçado,5
maravilhoso,5
doce,5
festivo,5
exclusivo,5
lendária,5
forte,5
querida,5
natural,5
alegre,5
talentoso,5
sincero,5
pacífica,5
chique,5
fascinante,5
elegante,5
sábio,5
sociável,5
engenhoso,5
claro,5
confiável,5
justo,5
razoável,5
aconchegante,5
grato,5
atraente,5
seguro,5
carinhoso,5
confortável,5
estável,5
divino,5
responsável,5
amando,5
útil,5
experiente,5
luxuoso,5
excelente,5
inesquecível,5
sagrado,5
bom,5
alto grau,5
conveniente,5
tocar,5
legal,5
barato,5
inimitável,5
decente,5
encantador,5
desenvolvido,5
devoto,5
promissor,5
desenvolvido,5
bonitinho,5
puro,5
romântico,5
simpático,5
colorido,5
incomum,5
rentável,5
significativo,5
corajoso,5
firme,5
glorioso,5
não indiferente,5
adequado,5
vale a pena,5
prestigioso,5
objetivo,5
bom,5
precioso,5
encantador,5
pitoresco,5
frutuosa,5
corajoso,5
alegre,5
nobre,5
som,5
alegre,5
cognitivo,5
hábil,5
impecável,5
legal,5
iniciativa,5
áspero,5
generoso,5
refinado,5
irresistível,5
criança,5
moral,5
ótimo,5
maravilhoso,5
influente,5
rentável,5
simpático,5
convincente,5
excelente,5
gracioso,5
elegante,5
ofigenny,5
verdadeiro,5
esbelto,5
próspero,5
deleitável,5
progressivo,5
delicioso,5
inestimável,5
cuidado,5
lógico,5
confiável,5
educado,5
sorte,5
impressionante,5
triunfante,5
divertido,5
prikolistyj,5
energético,5
celestial,5
impressionante,5
puro,5
inocente,5
espetacular,5
paciente,5
corajoso,5
prático,5
produtivo,5
oportuna,5
sensual,5
melhoria da saúde,5
íntegro,5
sensível,5
sólido,5
vitorioso,5
heróico,5
insubstituível,5
amável,5
incrível,5
de alta qualidade,5
maravilhoso,5
decente,5
racional,5
modelo,5
espaçoso,5
preciso,5
trouxe,5
excelente,5
não é comum,5
significativo,5
tolerante,5
inteligente,5
engenhoso,5
obediente,5
corajoso,5
alegre,5
corajoso,5
adorável,5
aconchegante,5
rico,5
invencível,5
espirituoso,5
impecável,5
incrível,5
expressivo,5
sólido,5
simpático,5
espetacular,5
desinteressado,5
aprovando,5
confidencial,5
fiel,5
inocente,5
inteligível,5
abençoado,5
correto,5
humano,5
observador,5
simpático,5
livre,5
apoio,5
simpático,5
misericordioso,5
brilhante,5
otimista,5
refinado,5
grato,5
glorioso,5
inofensivo,5
zeloso,5
o bem dotado,5
muito bem pago,5
simpático,5
estudioso,5
benéfico,5
encantador,5
hábil,5
respeitoso,5
incomparável,5
sincero,5
famosa,5
sem medo,5
produtivo,5
entusiasmado,5
com propósito,5
relaxado,5
poupança,5
tipo,5
consciente,5
confortável,5
virtuoso,5
deslumbrante,5
tentador,5
carismático,5
incomparável,5
alto rendimento,5
nobre,5
sublime,5
misericordioso,5
fervoroso,5
bom,5
valente,5
reservado,5
angelsky,5
reparável,5
drive,5
obra prima,5
fenomenal,5
são,5
comic,5
gostoso,5
não indiferente,5
rzhachny,5
adequado,5
tolerante,5
prémio,5
trabalhadora,5
encantador,5
sem restrições,5
milagroso,5
deslumbrante,5
sereno,5
curioso,5
bom,5
voando,5
gratificante,5
carinhoso,5
alucinante,5
bonitinho,5
querida,5
revigorante,5
inimitável,5
autônomo,5
chocante,5
viagem,5
incomparável,5
eloquente,5
eficiente,5
bem-humorado,5
crédito,5
gracioso,5
piedoso,5
cair morto,5
trunfo,5
alho,5
sorrindo,5
ativo,5
pensativo,5
cauteloso,5
venerável,5
cumpridores da lei,5
amor à criança,5
descomplicado,5
abençoado,5
delicioso,5
prestigiado,5
cicatrização,5
bom ganho,5
imparcial,5
abnegado,5
encantador,5
mutuamente benéfico,5
brinde,5
engenhoso,5
competitivo,5
iluminado,5
vencendo,5
alta classe,5
antiterrorista,5
vencer,5
afirmação da vida,5
inspirador,5
altamente eficaz,5
ação de graças,5
pouco bom,5
inofensivo,5
estranho,5
coordenado,5
otimista,5
não trivial,5
íngreme,5
manutenção da paz,5
magnânimo,5
diligente,5
vitorioso,5
bem conservado,5
inabalável,5
abençoado,5
radiante,5
encorajador,5
tato,5
indestrutível,5
comunicativo,5
espumante,5
parcimonioso,5
brincalhão,5
respeitável,5
radiante,5
puro,5
pacífica,5
resistente,5
afigenny,5
compassivo,5
milagroso,5
viável,5
viável,5
sorte,5
bem lido,5
tenaz,5
alegre,5
otpadny,5
sincero,5
estética,5
ofigensky,5
viável,5
deus agradando,5
sem pecado,5
casto,5
virtuoso,5
interesse,5
positivo,5
zdorovsky,5
espiritualizado,5
nice,5
preciso,5
apresentável,5
inteligente,5
porra,5
cortês,5
divertido,5
simpático,5
alegre,5
linda,5
feliz,5
sociável,5
megascree,5
simpático,5
schastlivy,5
tipo,5
eufônico,5
criativo,5
decente,5
alegre,5
impressionante,5
naikruty,5
oboldenniy,5
boa vizinhança,5
bugagashenek,5
feliz,5
delicioso,5
experiente,5
inteligente,5
interessante,5
afigenskiy,5
bugagashenky,5
afigitelny,5
glória,5
prestestny,5
bem educado,5
cavalheiro,5
tipo de coração,5
absurdo,-5
agonizar,-5
infernalmente,-5
imoral,-5
apiget,-5
foder,-5
ahrenet,-5
ahuest,-5
fodido,-5
ahuest,-5
ahuet,-5
porra,-5
ahuy,-5
pobreza,-5
sem deus,-5
medíocre,-5
sem pensar,-5
seja ultrajante,-5
feio,-5
irresponsável,-5
inconsolável,-5
enfurecer,-5
rave,-5
delirante,-5
motim,-5
vasculhar,-5
vômito,-5
fornicar,-5
blyayayayayayat,-5
dolorosamente,-5
doente,-5
desabrigado,-5
tenha medo,-5
repreender,-5
bronca,-5
delirante,-5
rebelde,-5
para bater,-5
baía,-5
rowan,-5
barbaramente,-5
wahhabi,-5
em pedacinhos,-5
em vão,-5
vzbalamutit,-5
a despeito,-5
fique furioso,-5
ficar preso,-5
entre,-5
para lutar,-5
escandalosamente,-5
indignado,-5
indignação,-5
ressentido,-5
indignação,-5
indignado,-5
ódio,-5
fedor,-5
grita,-5
roubar,-5
hostil,-5
abanando,-5
mentindo,-5
para ser prejudicial,-5
vtyuhat,-5
vtyuhivat,-5
vulgarmente,-5
ser feito,-5
porra,-5
porra,-5
vyzhrat,-5
extorquir,-5
mostre-se,-5
chorar,-5
chicote,-5
juro,-5
esculpir,-5
tirar sarro de,-5
arrogante,-5
chute para fora,-5
vyakat,-5
vyaknut,-5
merda,-5
repugnante,-5
casca,-5
perecer,-5
zombar,-5
tornar-se estúpido,-5
bobo,-5
buggy,-5
zangado,-5
zangado,-5
com raiva,-5
fester,-5
purulenta,-5
vil,-5
morrer de fome,-5
homossexual,-5
esperando,-5
pesar,-5
afligir-se,-5
lamentavelmente,-5
roubar,-5
arruinar,-5
ser rude,-5
aproximadamente,-5
arruinando,-5
debouch,-5
degrade,-5
desmoralizar,-5
segure,-5
ditadura,-5
dovevbyvatsya,-5
doebatsya,-5
pester,-5
desempenho,-5
desempenho,-5
assediar,-5
aborrecer,-5
para incomodar,-5
arrelia,-5
lutar,-5
dedilhado,-5
grunhindo,-5
decrépito,-5
dubasit,-5
enganando,-5
tolo,-5
tolo,-5
ruim,-5
amuado,-5
engasgar,-5
porra,-5
foda-se,-5
porra,-5
porra,-5
porra,-5
incomodar,-5
ebashit,-5
sim,-5
sim,-5
sim,-5
porra,-5
sim,-5
sim,-5
porra,-5
porra,-5
porra,-5
porra,-5
porra,-5
comendo,-5
ept,-5
ganancioso,-5
para reclamar,-5
cruelmente,-5
comer,-5
comer,-5
comer,-5
banimento,-5
estar enganado,-5
fique doente,-5
inchar,-5
inveja,-5
estragar,-5
para o quebra-cabeça,-5
carga,-5
zadolat,-5
fique entediado,-5
estrangular,-5
zaesti,-5
zebalnutsya,-5
zaebashit,-5
porra,-5
zazhratsya,-5
agitar,-5
bagunça,-5
para ser torturado,-5
tortura,-5
chorar,-5
chorar,-5
para cuspir,-5
zapodlo,-5
proibir,-5
proibir,-5
intimidar,-5
intimidar,-5
soluço,-5
zasandalit,-5
parafusar,-5
imbecil,-5
pressione,-5
pressione,-5
pressione,-5
atirar,-5
cala a boca,-5
porra,-5
porra,-5
fio,-5
afeto,-5
cala a boca,-5
zafigachit,-5
espreitadela,-5
fique com raiva,-5
brutalidade,-5
respirar,-5
zangado,-5
fique com raiva,-5
mal,-5
maliciosamente,-5
maligno,-5
ameaçadoramente,-5
avidamente,-5
regozijo,-5
amaldiçoando,-5
maliciosamente,-5
abuso,-5
malvado,-5
idiota,-5
batida,-5
bata para cima,-5
pervertido,-5
pervertendo,-5
pervertido,-5
igaljatsja,-5
zombar,-5
para morrer,-5
exausto,-5
intimidado,-5
estupro,-5
sucumbir,-5
escape,-5
escape,-5
para corromper,-5
arroto,-5
mutilar,-5
mutilando,-5
foda-se,-5
maliciosamente,-5
amedrontar,-5
fique com medo,-5
lágrima,-5
histeria,-5
histericamente,-5
exausto,-5
tortura,-5
-5,-5
executar,-5
maim,-5
punir,-5
arrependa-se,-5
gabar-se,-5
insidiosamente,-5
cabra,-5
pegue um pau,-5
kolkhui,-5
complexo,-5
conflito,-5
censura,-5
urdidura,-5
mow,-5
pesadelo,-5
roubar,-5
roubar,-5
destruir,-5
agachar-se,-5
pata,-5
latir,-5
mentira,-5
sussurro,-5
preguiçoso,-5
mentira,-5
linchamento,-5
hipocrisia,-5
hipocritamente,-5
perder,-5
lohanut'sya,-5
pio,-5
deixe escapar,-5
mãe,-5
mãe,-5
para jurar,-5
mafia,-5
sofrer,-5
feio,-5
morto,-5
vingança,-5
para enganar,-5
tormento,-5
sofrer,-5
tormento,-5
seja atormentado,-5
dolorido,-5
inchar,-5
soluços,5
mentir,-5
fazer mal,-5
impor,-5
merda,-5
impudentemente,-5
roubar,-5
entediado,-5
sair,-5
chutar,-5
indignação,-5
porra,-5
porra,-5
porra,-5
gordo,-5
fique bêbado,-5
para despejar,-5
punir,-5
punir,-5
nakysyachit,-5
grito,-5
cuspir,-5
amedrontar,-5
planta,-5
estupro,-5
forçosamente,-5
até a morte,-5
zombar,-5
nassat,-5
nassat,-5
nassat,-5
sofrer,-5
derrame,-5
ukuskivat,-5
descaradamente,-5
nahamy,-5
carranca,-5
porra,-5
naskodit,-5
antipatia,-5
negativamente,-5
ressentido,-5
indelicadamente,-5
desnutrição,-5
undeservedly,-5
para odiar,-5
ficar nervoso,-5
nervosamente,-5
sem sucesso,-5
obsceno,-5
derrubar,-5
culpa,-5
culpa,-5
ser acusado,-5
roubar,-5
obgadit,-5
faça,-5
desfigurar,-5
seja louco,-5
desonra,-5
ligar,-5
ligue,-5
para ofender,-5
ofender-se,-5
fumar,-5
enganar,-5
para crescer preguiçoso,-5
terminar,-5
trapacear,-5
obmaterit,-5
tornar-se insolente,-5
obozhra,-5
ligue,-5
zangado,-5
roubar,-5
enganando,-5
calúnia,-5
porcaria,-5
mijo,-5
mijo,-5
mijando,-5
zombar,-5
obevbat,-5
chateado,-5
chateado,-5
chateado,-5
roubar,-5
ancinho,-5
estalo,-5
indiscriminadamente,-5
correr selvagem,-5
enganado,-5
estupefato,-5
endurecer,-5
endurecer,-5
brutalise,-5
amargurado,-5
amargura,-5
calúnia,-5
morto,-5
omrachatsya,-5
opizdat,-5
chorar,-5
cuspir,-5
desgraça,-5
desgraça,-5
raspolomet,-5
difama,-5
tornar-se repugnante,-5
opulindo,-5
gritar,-5
ficar chateado,-5
boo,-5
profanar,-5
profanar,-5
insulto,-5
para ser ofendido,-5
insulto,-5
insulto,-5
ridículo,-5
tornar-se sensual,-5
estar doente,-5
para condenar,-5
rejeitar,-5
rejeitar,-5
escotilha,-5
fugir,-5
otpizdit,-5
veneno,-5
porra,-5
ser estúpido,-5
otfutbolivat,-5
desespero,-5
desespero,-5
jogar,-5
foda-se,-5
pegue,-5
agravar,-5
ofigevat,-5
ofiget,-5
ohame,-5
gemido,-5
oheret,-5
porra,-5
ohrenevat,-5
ohrenet,-5
ohuevat,-5
oh,-5
porra,-5
oh,-5
ohuet,-5
porra,-5
enegrecer,-5
ponto,-5
ochumet,-5
estremecer,-5
estar enganado,-5
sujo,-5
pânico,-5
péssimo,-5
bufão,-5
pedófilo,-5
pimenta,-5
peido,-5
perevrado,-5
briga,-5
repetir,-5
chorar,-5
pidrahui,-5
bichano,-5
urinar,-5
xixi,-5
xixi,-5
pizdut,-5
pizdule,-5
chute,-5
pipisk,-5
bichano,-5
placala,-5
chorar,-5
chorando,-5
lamentavelmente,-5
cuspir,-5
ser,-5
implorar,-5
pobuhat,-5
enforque-se,-5
povozmuschatsya,-5
pereça,-5
pereça,-5
simulado,-5
estúpido,-5
ameaçar,-5
chafurdar,-5
ruína,-5
para morrer,-5
luta,-5
porra,-5
porra,-5
vergonha,-5
vergonha,-5
simulado,-5
cura,-5
aleijado,-5
punir,-5
invadir,-5
morrer,-5
para morrer,-5
tormento,-5
tormento,-5
vilify,-5
instar,-5
ponuro,-5
pypizdet,-5
chorar,-5
chorar,-5
para pagar,-5
escravizar,-5
escravizar,-5
culpa,-5
difama,-5
estragar,-5
brigar,-5
postumamente,-5
-do,-5
mijando,-5
briga,-5
briga,-5
postebatsya,-5
vergonhosamente,-5
fazer sexo,-5
matar,-5
poherit,-5
roubar,-5
raptar,-5
enterrar,-5
vandalismo,-5
trair,-5
trair,-5
desprezar,-5
desprezar,-5
negligência,-5
bicker,-5
encolher-se,-5
criminalmente,-5
sentenciar,-5
prigoryuninatsya,-5
ameaçar,-5
encontrando falha,-5
coerção,-5
atirar,-5
para ser reconciliado,-5
provocar,-5
perder,-5
porra,-5
properdet,-5
chorar,-5
para ser punido,-5
psicótico,-5
psíquico,-5
assustador,-5
assustado,-5
assustadoramente,-5
roubar,-5
corrompendo,-5
corrompendo,-5
fique com raiva,-5
pilhagem,-5
cinzelamento,-5
vexatório,-5
irritante,-5
irritado,-5
engordar,-5
fique com raiva,-5
arruinar,-5
desapontado,-5
desaponta,-5
desapontado,-5
desaponta,-5
destruir,-5
furioso,-5
ferida,-5
criticar,-5
chorar,-5
descubra,-5
raiva,-5
atirar,-5
frustrar,-5
chateado,-5
rasgando,-5
para separar,-5
ciumento,-5
ficar louco,-5
repreender,-5
gritando,-5
soluço,-5
berrando,-5
porco,-5
raiva,-5
ficar louco,-5
jinx,-5
apodrecer,-5
morrer,-5
tolo,-5
tolamente,-5
com raiva,-5
zangado,-5
zangado,-5
pela força,-5
escândalo,-5
linguagem chula,-5
ceticamente,-5
para morrer,-5
chorar,-5
tristemente,-5
scotsky,-5
gemido,-5
fedor,-5
mortal,-5
devorar,-5
lamento,-5
mentira,-5
espião,-5
para dormir,-5
provocar,-5
vai berserk,-5
para lutar,-5
mijo,-5
ssatsya,-5
stebatsya,-5
sofrer,-5
medo,-5
para assustar,-5
medo,-5
assustador,-5
para vergonha,-5
para ter vergonha,-5
roubar,-5
severamente,-5
porra,-5
sarcasmo,-5
taldychit,-5
lágrima,-5
tormento,-5
tiranizar,-5
saudade,-5
vômito,-5
veneno,-5
traumatizar,-5
tragicamente,-5
tragicamente,-5
porra,-5
porra,-5
porra,-5
porra,-5
para troll,-5
trolling,-5
covarde,-5
trynit,-5
crescer sem graça,-5
tyrit,-5
fardo,-5
matar,-5
ser morto,-5
morto,-5
matar,-5
gasto,-5
matar,-5
matar,-5
pendurado,-5
oprimir,-5
ruína,-5
ameaçar,-5
ameaçadoramente,-5
ameaçar,-5
ameaçar,-5
ser martelado,-5
acertar,-5
deprimente,-5
deprimente,-5
engasgar,-5
estrangular,-5
apenas,-5
uebat,-5
horrorizar,-5
horrorizado,-5
horrível,-5
horrorizar,-5
horrorizado,-5
endurecer,-5
tornar-se mais difícil,-5
endurecer,-5
tornar-se mais difícil,-5
roubar,-5
condenado,-5
morrer,-5
matar,-5
morrer,-5
morrer,-5
morrer,-5
morrer,-5
morrer,-5
humilhar,-5
humilde,-5
humilhar,-5
humilhar,-5
humilhar,-5
destruir,-5
destruir,-5
estar deprimido,-5
infelizmente,-5
censura,-5
desfigurar,-5
para assustar,-5
para assustar,-5
agravar,-5
pneu,-5
sorriso,-5
infringir,-5
falso,-5
fascista,-5
fascista,-5
fuft,-5
hayit,-5
hacking,-5
rude,-5
rude,-5
hamble,-5
grosseiro,-5
deprimido,-5
hipocrisia,-5
hapat,-5
hapnut,-5
casca,-5
hayat,-5
resmungar,-5
herret,-5
ouvir,-5
doendo,-5
enterrar,-5
pau,-5
pau,-5
vandalismo,-5
blasfêmia,-5
pau,-5
tolo,-5
huyasti,-5
huyachit,-5
resmungar,-5
cínico,-5
murchar,-5
agachado,-5
palavrões,-5
esquartejado,-5
monstruosamente,-5
chacal,-5
chantagem,-5
tímido,-5
para sair,-5
abaldet,-2.5
agressor,-2.5
a agressão,-2.5
prisão,-2.5
para saudar,-2.5
ah,-2.5
suspiro,-2.5
babahnut,-2.5
bazar,-2.5
mimar,-2.5
satisfazer,-2.5
bandido,-2.5
ban,-2.5
barzanut,-2.5
atacar,-2.5
atacar,-2.5
implorar,-2.5
irrevogavelmente,-2.5
loiter,-2.5
desesperadamente,-2.5
desesperadamente,-2.5
feio,-2.5
louco,-2.5
sem sucesso,-2.5
suportar,-2.5
incomodar,-2.5
preocupação,-2.5
impotente,-2.5
impiedosamente,-2.5
sem limites,-2.5
descaradamente,-2.5
frenético,-2.5
andar,-2.5
para bater,-2.5
blefar,-2.5
foder,-2.5
porra,-2.5
blyayayat,-2.5
blasfema,-2.5
boitsya,-2.5
para lutar,-2.5
boicote,-2.5
bomba,-2.5
emprestado,-2.5
desdém,-2.5
explodir,-2.5
resmungar,-2.5
bryaknut,-2.5
download,-2.5
agitação,-2.5
vassoura,-2.5
grunhido,-2.5
resmungar,-2.5
golpe,-2.5
raiva,-2.5
bykov,-2.5
vbuhat,-2.5
queda,-2.5
martelo,-2.5
para dar,-2.5
na cara,-2.5
encomendar,-2.5
rebelde,-2.5
ficar triste,-2.5
explodir,-2.5
explodir,-2.5
gritar,-2.5
vigário,-2.5
vimagatit,-2.5
para culpar,-2.5
culpado,-2.5
invadir,-2.5
para ficar,-2.5
pausa,-2.5
esfregaço,-2.5
a luxúria,-2.5
para ser proibido,-2.5
indignação,-2.5
eu acho,-2.5
a objetar,-2.5
a objetar,-2.5
militante,-2.5
preocupação,-2.5
comer,-2.5
gritando,-2.5
gritar,-2.5
pausa,-2.5
roubar,-2.5
resmungar,-2.5
para evitar,-2.5
proibir,-2.5
vparivat,-2.5
vparit,-2.5
morrendo de fome,-2.5
uma bagunça,-2.5
desperdiçado,-2.5
feudo,-2.5
de surpresa,-2.5
para ferir,-2.5
para incorporar,-2.5
mentindo,-2.5
mentindo,-2.5
clamar,-2.5
gritar,-2.5
clamar,-2.5
alarme,-2.5
apareça,-2.5
preocupação,-2.5
vstryat,-2.5
vsuchit,-2.5
soluço,-2.5
soluço,-2.5
esfregar,-2.5
evitando,-2.5
oust,-2.5
para expulsar,-2.5
remover,-2.5
exausto,-2.5
desafiadoramente,-2.5
escape,-2.5
remover,-2.5
tire,-2.5
extort,-2.5
força,-2.5
blub,-2.5
show off,-2.5
empurre para fora,-2.5
clamar,-2.5
reduzir,-2.5
saia,-2.5
caril favor,-2.5
caril favor,-2.5
tirar sarro disso,-2.5
levante-se,-2.5
zero,-2.5
zero,-2.5
jogue fora,-2.5
buggy,-2.5
podridão,-2.5
purulenta,-2.5
tímido,-2.5
morrer de fome,-2.5
gopat,-2.5
jubarte,-2.5
gritar,-2.5
amargamente,-2.5
fique animado,-2.5
pecaminosamente,-2.5
pecado,-2.5
ameaçar,-2.5
ameaçador,-2.5
ameaçadoramente,-2.5
para esmagar,-2.5
acidente,-2.5
aproximadamente,-2.5
triste,-2.5
roendo,-2.5
sujo,-2.5
davrat,-2.5
defeito,-2.5
dibit,-2.5
dedyulit,-2.5
descontroladamente,-2.5
desqualificar,-2.5
desacreditar,-2.5
discriminar,-2.5
ser enganado,-2.5
terminar,-2.5
trazer,-2.5
terminar mal,-2.5
dig,-2.5
para terminar,-2.5
dolbanut,-2.5
fora,-2.5
realmente,-2.5
pester,-2.5
doador,-2.5
доплеть,-2.5
interrogado,-2.5
interrogar,-2.5
doprygatsya,-2.5
respirar,-2.5
arrelia,-2.5
arraste,-2.5
rasgar,-2.5
tremer,-2.5
ser burro,-2.5
dusch,-2.5
diabolicamente,-2.5
esty,-2.5
foda-se,-2.5
foda-se,-2.5
foda-se,-2.5
fidget,-2.5
etit,-2.5
sarcástico,-2.5
lamentavelmente,-2.5
mastigar,-2.5
sacrifício,-2.5
doar,-2.5
rigidamente,-2.5
queimadura,-2.5
para engordar,-2.5
gordura,-2.5
comer,-2.5
trapaça,-2.5
trapacear,-2.5
gritar,-2.5
zhuutit,-2.5
zhyd,-2.5
estar preocupado,-2.5
doença,-2.5
para cuidar,-2.5
esqueça,-2.5
esquecimento,-2.5
gritar,-2.5
fique animado,-2.5
gritar,-2.5
zaglyuchit,-2.5
decaimento,-2.5
invadir,-2.5
zagryzt,-2.5
arruinar,-2.5
farra,-2.5
gritando,-2.5
dever,-2.5
sufocar,-2.5
ser vaidoso,-2.5
ser vaidoso,-2.5
zazrya,-2.5
para favor,-2.5
insatisfatoriamente,-2.5
marca,-2.5
gritar,-2.5
morto,-2.5
congelado,-2.5
estar confuso,-2.5
sabão,-2.5
ninhada,-2.5
zaat,-2.5
ser torturado,-2.5
planejar,-2.5
ficar nervoso,-2.5
chato,-2.5
zanyt,-2.5
gritar,-2.5
pânico,-2.5
fumar,-2.5
estar sóbrio,-2.5
proibido,-2.5
ban,-2.5
ban,-2.5
ban,-2.5
pó,-2.5
zapytat,-2.5
se infectar,-2.5
suspirar,-2.5
rugir,-2.5
matar,-2.5
rosnar,-2.5
fique entediado,-2.5
forçar,-2.5
forçar,-2.5
estagnar,-2.5
atire em si mesmo,-2.5
frio,-2.5
pegar,-2.5
anseio,-2.5
turvação,-2.5
zahlamit,-2.5
sufocar,-2.5
enterrar,-2.5
ir em ciclos,-2.5
ir em ciclos,-2.5
murchar,-2.5
zaibitsya,-2.5
brutalmente,-2.5
abuso,-2.5
zumbi,-2.5
em vão,-2.5
ibem,-2.5
para bater,-2.5
ignore,-2.5
livrar-se de,-2.5
estragar tudo,-2.5
assédio,-2.5
decair,-2.5
flexão,-2.5
banir,-2.5
para expulsar,-2.5
outlive,-2.5
exaustivo,-2.5
mudar,-2.5
izmuchit,-2.5
esgotamento,-2.5
iznichtozhit,-2.5
expor,-2.5
para expor,-2.5
ипать,-2.5
irônico,-2.5
distorcer,-2.5
maim,-2.5
torção,-2.5
destrua,-2.5
tentação,-2.5
incinerar,-2.5
estragar tudo,-2.5
defecar,-2.5
assustado,-2.5
ansiando,-2.5
exterminar,-2.5
zero,-2.5
para executar,-2.5
kakat,-2.5
coaxar,-2.5
ser caprichoso,-2.5
ser punido,-2.5
cuidar,-2.5
castrate,-2.5
azedar,-2.5
para heck,-2.5
juramento,-2.5
twister,-2.5
mancar,-2.5
garra,-2.5
coral,-2.5
corrompido,-2.5
contorcendo-se,-2.5
koryachitsya,-2.5
osso,-2.5
roubar,-2.5
cremado,-2.5
gritar,-2.5
para ser gritado,-2.5
criticar,-2.5
sangrento,-2.5
sangria,-2.5
para cobrir,-2.5
mordendo,-2.5
ter um bom tempo,-2.5
febre,-2.5
febrilmente,-2.5
privar,-2.5
perder,-2.5
privar,-2.5
privar,-2.5
falso,-2.5
para quebrar,-2.5
quebrando,-2.5
puxar,-2.5
ser esperto,-2.5
maliciosamente,-2.5
para moer,-2.5
mais plana,-2.5
luto,-2.5
covarde,-2.5
sujo,-2.5
se masturbar,-2.5
матить,-2.5
perfume,-2.5
melteshit,-2.5
para congelar,-2.5
mortal,-2.5
interferir,-2.5
calo,-2.5
orar,-2.5
monstro,-2.5
focinho,-2.5
para o solo,-2.5
tolo,-2.5
molhando,-2.5
urinar,-2.5
golpe,-2.5
muddat,-2.5
para fazer um tolo,-2.5
mais sábio,-2.5
embreagem,-2.5
mexer,-2.5
estar confuso,-2.5
para colecionar,-2.5
resmungando,-2.5
nabozumstvovatsya,-2.5
atacar,-2.5
para rolar,-2.5
nas costas,-2.5
roubar,-2.5
pilha,-2.5
impor,-2.5
insolente,-2.5
aquecer,-2.5
rude,-2.5
a descer,-2.5
arrogantemente,-2.5
para reclamar,-2.5
lucrar com isso,-2.5
lucrar com isso,-2.5
ingenuamente,-2.5
castigado,-2.5
pokarkat,-2.5
chamar,-2.5
fumar,-2.5
namalyvat,-2.5
namudat,-2.5
para ter uma dor,-2.5
gritar,-2.5
sem rodeios,-2.5
ataque,-2.5
falta,-2.5
apesar disso,-2.5
fique bêbado,-2.5
chorar,-2.5
correr em,-2.5
estragar,-2.5
para ter medo,-2.5
correr,-2.5
para quebrar,-2.5
pilha,-2.5
forçosamente,-2.5
chato,-2.5
chato,-2.5
para baixo,-2.5
to spite,-2.5
estar de guarda,-2.5
piedoso,-2.5
set,-2.5
incitando,-2.5
nahal,-2.5
carranca,-2.5
nachhat,-2.5
descuidadamente,-2.5
infelizmente,-2.5
insípido,-2.5
se render,-2.5
incrédulo,-2.5
insatisfeito,-2.5
não gosto,-2.5
